,mean radius,mean texture,mean perimeter,mean area,mean smoothness,mean compactness,mean concavity,mean concave points,mean symmetry,mean fractal dimension,radius error,texture error,perimeter error,area error,smoothness error,compactness error,concavity error,concave points error,symmetry error,fractal dimension error,worst radius,worst texture,worst perimeter,worst area,worst smoothness,worst compactness,worst concavity,worst concave points,worst symmetry,worst fractal dimension
0,1.3454210579755972,-2.1424671652831857,1.5937779571902846,1.745889833007127,1.45138964188176,3.166446192512236,3.4424803914968636,2.916192580979699,1.9827778129971645,2.5270269070892515,2.258025080331388,-0.7981299358535924,2.954012001638201,1.5309374346322053,-1.0764605629254702,1.035717803775462,0.21761059791314807,0.8179436077262434,0.6947446294255704,0.20093123032969018,2.619514009640053,-1.4721816240073506,2.3373647259665224,1.2888633962231923,1.0354949088089473,2.6721263183675363,1.5340295578611043,2.483925136734624,2.4503028991655524,1.7911677374815398
1,1.5289673014317473,0.5725066840106576,1.6792060981819303,1.3798527897586437,-0.415689990799248,-1.0974934975614055,0.08058594230360844,-0.4316909060490509,-0.6627006611497543,-0.7702218395289047,0.8684878906737614,-0.7905594624652696,0.2055028246486577,0.5918501005472347,-1.3446118421634945,-1.0528483737864256,-0.6710994432646871,0.7887231805684632,-0.6336412354977612,-0.9809638180016418,1.9679694231768252,-0.561744361937567,1.1966649921904577,2.196327132949425,0.13988780458716676,0.03519584086530436,-0.5663577299267889,0.9324781072444197,-0.07825795186489748,0.7689625501016544
2,1.3403009960085728,0.36335746343228603,1.0133356428556275,0.960780320718357,1.3484733512655542,1.7310455586270215,1.3274733907797507,2.538997204646823,1.120502829142802,-0.7205677876715489,1.4093737484838298,-0.011065093272048965,0.8330152811586796,1.9636578835604497,-1.6068775640267696,1.2259247564816282,0.25659996870152324,1.2753237910526862,0.2829159236425698,-0.7002250531829166,1.4020343019612256,0.1545819019069757,2.0864222326576645,1.1971494397440774,0.12316060364484632,0.8320536451530669,1.312675003035157,2.1193759009612085,0.887374898183448,0.458024925948348
3,-0.7203705125856006,0.7380546070286376,-0.9437137135931494,-0.9282948656239128,3.087499403713352,2.6711515172084885,2.063957318589285,1.5822349929394406,2.8699396591530895,4.793625718331464,-0.38131193030989224,-0.3207317054059743,0.11523614628110432,-0.6895167828878248,0.6090588041783241,2.9463058339038124,1.7626113347514276,1.2022959114537906,4.861455567941471,2.0102879195338677,-1.2408500715661637,0.12072715613597305,-0.21982419929682107,0.6815998279155889,3.2980942168075313,4.044171105766306,1.9722323735372116,1.591446989408257,6.617452756793517,5.310976853548196
4,2.1458126061449416,-1.6065101600168876,2.4779703065441057,1.1253037470448506,0.5738003768177671,1.634568265215288,0.8757432716657612,1.1453439079526835,0.040265215648890344,-0.8141878080986515,0.4952110664292202,-0.7559622149267227,0.7420375547561282,1.4271529719233054,1.0233550426727644,0.7264473225739609,0.4368441341717129,0.9831739867384859,0.04566633647026397,-0.11610402399919234,1.4123052072824474,-0.8131989989818952,0.5347978414797909,1.3130411748561865,0.3504975627852759,0.07751692503840585,-0.005296597030683858,0.06903095007365267,-0.6073822007565945,-0.24860728260777462
5,-0.35112824004840426,-0.6621111986724995,-0.7271604282525619,-0.38952360590315266,2.3839577202387616,0.8871597773769964,1.799188851503925,1.0615721069055897,0.4097500491840086,2.2182818427747035,-0.7424111286295656,-0.19911935004598963,0.2579936041396506,-0.6995993758384577,0.6380347667993134,0.6519341121148524,0.5710552778764592,0.8792729376692621,0.011424749346868976,0.10997775774987051,-0.6102554619296228,-0.7217414751180837,-0.1535603109242146,-0.07374422045394341,2.18685823450417,2.1352080668650633,1.2697441422960385,1.6326548248637744,1.621740970886827,3.6018861917274507
6,1.483741346352438,-0.2679293515043395,0.6026787983455139,1.3365311143567244,-0.23486761861144023,0.44529548938050656,0.536691211519063,0.6105206518796046,-0.48772147690108947,-1.5197557654928868,-0.07337440529899428,-0.37674049073587357,0.2624571647807938,-0.3242419244464117,-0.822439363171024,-0.45890932054476075,-0.7520701055036716,-0.15122647294819025,-0.8005617217711128,-1.182702955091553,1.547876980354392,0.6032751551302614,1.9098509187697146,1.802120565652388,-0.17019445715654502,-0.44769753991009886,0.7670698838230742,1.4536087718001955,0.5199995069528931,1.9116352666076837
7,0.16692847727886373,0.9262329525431827,0.4041340421046331,0.10673071462430514,1.446414427899106,1.5195869598776919,-0.3253868578181768,0.1635409548932743,1.1606728542669993,1.7012902508337646,1.8009522848151,-0.6430716390228687,0.8331810807190505,-0.5726355141222923,0.3520649382794722,0.8134080025242612,-0.20041394417690925,-0.1035238826849314,-1.045656086458189,0.9514676572876526,-0.2014203402760496,0.509277206634606,0.12223450037077863,-0.29694074635621376,2.5199331680452293,1.0417450176948129,-1.033625145229095,0.7174228920420265,0.14674725273117312,2.1526511734113876
8,-0.716427226553175,0.531461557238953,0.06841325920374666,0.04867032420389711,1.6016905590856818,1.5167591907990945,0.9816236283166806,0.8240269667919421,2.8483270316341875,1.7749525850552434,-0.9872919932490415,0.06911296932477123,0.8333346985597849,0.1638295069470963,-1.1963623245417292,0.2911731891221674,0.7540239151745028,-0.27859168410558566,0.32939125063808555,0.3699538276292383,-0.6248218323059105,0.7930506536761732,-1.6522427786710188,-0.7605572277649999,1.5364729152872503,1.194418088278034,2.096240180668442,0.6765455538954438,2.1698349244354396,1.3540198366871834
9,0.24710212127325237,0.38750760445675536,0.2521000889483558,-0.5039468471102309,1.0919450921097922,2.794410190509981,1.838401935305827,0.6416518876405617,0.8321990665869077,2.590438796260408,-0.3314914706303929,1.024410639727097,0.38358877400852676,-0.979671522404979,1.1025251771439497,1.6335427157034825,1.433955054229068,0.7035535630300519,-0.18064043217205486,2.065996287814418,-0.34825073369535076,2.1966085893357166,-0.5809604056138793,0.12739187677224562,2.4988031041743013,4.766422473567869,4.4452327828692875,1.7736649640933648,2.776874859866674,7.161670460690067
